sample_index,case,output_file,time_records,time_start,time_end,TREFHT_mean,TREFHT_std,TREFHT_min,TREFHT_max,TMQ_mean,TMQ_std,TMQ_min,TMQ_max,CLDTOT_mean,CLDTOT_std,CLDTOT_min,CLDTOT_max,FSNS_mean,FSNS_std,FSNS_min,FSNS_max,FLNS_mean,FLNS_std,FLNS_min,FLNS_max,LHFLX_mean,LHFLX_std,LHFLX_min,LHFLX_max,SHFLX_mean,SHFLX_std,SHFLX_min,SHFLX_max,PS_mean,PS_std,PS_min,PS_max,TS_mean,TS_std,TS_min,TS_max,T_mean,T_std,T_min,T_max,Q_mean,Q_std,Q_min,Q_max,CLOUD_mean,CLOUD_std,CLOUD_min,CLOUD_max,CLDICE_mean,CLDICE_std,CLDICE_min,CLDICE_max,CLDLIQ_mean,CLDLIQ_std,CLDLIQ_min,CLDLIQ_max,PRECC_mean,PRECC_std,PRECC_min,PRECC_max,PRECC_mean_mm_day,PRECL_mean,PRECL_std,PRECL_min,PRECL_max,PRECL_mean_mm_day,PRECT_mean,PRECT_std,PRECT_min,PRECT_max,PRECT_mean_mm_day
10,run_e3sm_scm_ARM97_qmc64_0706_010,/Users/yunlong/Workshop/SCM-UQ-Workflow/cases/run_e3sm_scm_ARM97_qmc64_0706/output/ARM97_qmc_010.nc,1249,1997-06-19 23:29:45,1997-07-15 23:29:45,301.5101563184141,3.5030946860305816,292.9764099121094,309.7919616699219,45.518650064094246,7.365718104649478,27.40440559387207,66.04548645019531,0.92651266932228,0.19492139441176473,0.0,1.0,189.54520745703084,240.62884739991694,0.0,855.8734741210938,32.40323053148864,14.551168815781148,-1.4001973867416382,71.0469741821289,112.98614130941651,103.9257962906717,-32.756385803222656,370.2933044433594,36.71611922112709,50.58168982644641,-48.19628143310547,178.625732421875,96863.85649144315,329.1931532888907,96062.953125,97540.140625,298.97400674445805,1.588044389005983,295.1214294433594,302.9514465332031,245.14732551055494,36.08519684669809,196.67906188964844,310.6000671386719,0.003724461915269398,0.0056662573087211355,4.560415156618092e-09,0.023077597841620445,0.12153090546484978,0.2913775738641573,0.0,1.0,4.781292101874648e-06,2.0533269216532996e-05,0.0,0.00033625680953264236,7.088861633668938e-07,1.0371257878289785e-05,0.0,0.0005701918271370232,3.5995307756640835e-08,8.108752704543036e-08,0.0,5.656269195242203e-07,3.109994590173768,5.11431275096166e-09,1.6197331248483603e-08,0.0,1.4309050300198578e-07,0.44187662168308744,4.110962050760249e-08,8.60673535962342e-08,0.0,6.346149064029305e-07,3.5518712118568554
11,run_e3sm_scm_ARM97_qmc64_0706_011,/Users/yunlong/Workshop/SCM-UQ-Workflow/cases/run_e3sm_scm_ARM97_qmc64_0706/output/ARM97_qmc_011.nc,1249,1997-06-19 23:29:45,1997-07-15 23:29:45,301.3906897246313,3.6109108731103765,291.9240417480469,311.3663024902344,45.86357412651312,8.010593650672693,27.72425651550293,67.85871124267578,0.9692180882695708,0.14112557146875748,0.0,1.0,157.84820057753566,219.2849363212163,-8.881784197001252e-16,853.960693359375,29.94782794656469,15.536109908074273,-2.337599754333496,73.95758056640625,112.98614130941651,103.9257962906717,-32.756385803222656,370.2933044433594,36.71611922112709,50.58168982644641,-48.19628143310547,178.625732421875,96863.85649144315,329.1931532888907,96062.953125,97540.140625,298.97400674445805,1.588044389005983,295.1214294433594,302.9514465332031,245.15712514805546,35.68145635275397,192.6702423095703,312.1023864746094,0.003646084094278405,0.005454123220865248,9.99999993922529e-09,0.021078942343592644,0.1543492669312293,0.34120313518182477,0.0,1.0,6.544856048699522e-06,3.0920416835877645e-05,0.0,0.0008730213157832623,2.008233169200099e-06,1.903014130431664e-05,0.0,0.000687234103679657,3.323677071971218e-08,1.0651701027289544e-07,0.0,1.1537706541275838e-06,2.8716569901831317,8.046955678299904e-09,3.288298584887313e-08,0.0,4.5068136955705995e-07,0.6952569706051117,4.128372639801208e-08,1.1443413927664548e-07,0.0,1.2868819396771869e-06,3.5669139607882436
12,run_e3sm_scm_ARM97_qmc64_0706_012,/Users/yunlong/Workshop/SCM-UQ-Workflow/cases/run_e3sm_scm_ARM97_qmc64_0706/output/ARM97_qmc_012.nc,1249,1997-06-19 23:29:45,1997-07-15 23:29:45,302.9103641311487,3.604776320035595,292.9954833984375,310.2928466796875,44.41843242049694,6.9988376816573545,26.68697738647461,64.4266128540039,0.9407469048698032,0.21668140192389918,0.0,1.0,184.1350119849913,237.3763660236727,0.0,865.4344482421875,28.8533288727979,16.305247157394625,-10.793832778930664,68.90151977539062,112.98614130941651,103.9257962906717,-32.756385803222656,370.2933044433594,36.71611922112709,50.58168982644641,-48.19628143310547,178.625732421875,96863.85649144315,329.1931532888907,96062.953125,97540.140625,298.97400674445805,1.588044389005983,295.1214294433594,302.9514465332031,245.41527871008967,36.64577550191836,195.30792236328125,311.7732238769531,0.0036092191822413777,0.005467546593700379,1.0060056787608573e-08,0.024656187742948532,0.14336803757506997,0.3319891889822023,0.0,1.0,5.877098056354423e-06,2.475481947301551e-05,0.0,0.0004915814497508109,5.448148915783479e-07,1.0215192288831577e-05,0.0,0.0008149506174959242,4.012721677924875e-08,9.585740079893391e-08,0.0,7.146941811697616e-07,3.4669915297270917,3.3394753727733385e-09,1.0926778913222e-08,0.0,9.927336463988468e-08,0.28853067220761647,4.3466692152022094e-08,9.787883714575958e-08,0.0,7.152573095470238e-07,3.755522201934709
13,run_e3sm_scm_ARM97_qmc64_0706_013,/Users/yunlong/Workshop/SCM-UQ-Workflow/cases/run_e3sm_scm_ARM97_qmc64_0706/output/ARM97_qmc_013.nc,1249,1997-06-19 23:29:45,1997-07-15 23:29:45,301.2703138585087,3.516868803285901,292.24102783203125,309.3213195800781,42.36096844699881,6.618984299695999,23.875816345214844,61.20024490356445,0.8911153763641649,0.25334946466066216,0.0,1.0,187.05618436199077,239.17526589822592,0.0,857.679931640625,38.05104486530929,16.10540251332979,-0.6103105545043945,86.7062759399414,112.98614130941651,103.9257962906717,-32.756385803222656,370.2933044433594,36.71611922112709,50.58168982644641,-48.19628143310547,178.625732421875,96863.85649144315,329.1931532888907,96062.953125,97540.140625,298.97400674445805,1.588044389005983,295.1214294433594,302.9514465332031,245.5599797463398,35.72996852249076,198.59725952148438,309.6319885253906,0.0034133339920315643,0.00515867174955356,1.006803262981748e-08,0.021468406543135643,0.11523634804525486,0.2873473830425393,0.0,1.0,5.065540106953269e-06,2.3235982818371216e-05,0.0,0.0006250853766687214,1.0081236789960433e-06,1.3790905191544855e-05,0.0,0.00080110999988392,4.0116350214950663e-08,1.1293907409287626e-07,0.0,1.0386205531176529e-06,3.4660526585717375,3.933106588983719e-09,1.29353667015778e-08,0.0,1.353283920479953e-07,0.33982040928819335,4.404945680393438e-08,1.1340619839645539e-07,0.0,1.0389038262170747e-06,3.8058730678599306
14,run_e3sm_scm_ARM97_qmc64_0706_014,/Users/yunlong/Workshop/SCM-UQ-Workflow/cases/run_e3sm_scm_ARM97_qmc64_0706/output/ARM97_qmc_014.nc,1249,1997-06-19 23:29:45,1997-07-15 23:29:45,300.7477797667822,3.529188743852483,292.5024108886719,308.4308776855469,44.898297356452055,6.86775444642393,26.944969177246094,63.520328521728516,0.992493307938258,0.06749945955656944,0.04554795101284981,1.0,186.5859919182294,239.9087764454607,0.0,852.224853515625,34.38239770688659,15.193016836348663,-8.199616432189941,71.66132354736328,112.98614130941651,103.9257962906717,-32.756385803222656,370.2933044433594,36.71611922112709,50.58168982644641,-48.19628143310547,178.625732421875,96863.85649144315,329.1931532888907,96062.953125,97540.140625,298.97400674445805,1.588044389005983,295.1214294433594,302.9514465332031,245.85576813073993,35.49296929362802,195.88206481933594,309.4404296875,0.003654655833351462,0.0055576065723141116,9.641507148216988e-09,0.02390199527144432,0.15166819018126776,0.3449650988713594,0.0,1.0,5.85332459642519e-06,2.637650554860777e-05,0.0,0.0005469418247230351,7.836162533408845e-07,1.1958672959910235e-05,0.0,0.000701671582646668,3.705065314875198e-08,1.092910698958408e-07,0.0,1.0329437145628617e-06,3.201176432052171,5.099329092845673e-09,1.9573549970694472e-08,0.0,3.260259120452247e-07,0.44058203362186615,4.214998224159765e-08,1.131855264454109e-07,0.0,1.0329501440630232e-06,3.641758465674037
15,run_e3sm_scm_ARM97_qmc64_0706_015,/Users/yunlong/Workshop/SCM-UQ-Workflow/cases/run_e3sm_scm_ARM97_qmc64_0706/output/ARM97_qmc_015.nc,1249,1997-06-19 23:29:45,1997-07-15 23:29:45,301.6946052203091,3.743392714405315,292.64093017578125,311.3511047363281,49.144083013908684,9.004325733248878,27.998565673828125,71.58361053466797,0.9125539121618381,0.2325568957703315,0.0,1.0,159.86309728204154,220.00037211783746,0.0,858.2974243164062,29.125520946426665,14.748579746818832,-4.293554306030273,70.72357940673828,112.98614130941651,103.9257962906717,-32.756385803222656,370.2933044433594,36.71611922112709,50.58168982644641,-48.19628143310547,178.625732421875,96863.85649144315,329.1931532888907,96062.953125,97540.140625,298.97400674445805,1.588044389005983,295.1214294433594,302.9514465332031,245.0731238080369,35.96628090917527,194.41018676757812,312.20513916015625,0.003896866362300536,0.005804867223921884,1.2586275355275234e-09,0.022840401157736778,0.13956651105932918,0.3048586903225683,0.0,1.0,7.3314933262543095e-06,3.108571133075245e-05,0.0,0.0005240339669398963,1.125929346474284e-06,1.1695578974693975e-05,0.0,0.00045374775072559714,3.0677639334999426e-08,7.182786266392188e-08,0.0,5.270072733765119e-07,2.6505480385439504,8.453388312747595e-09,2.6993794374246093e-08,0.0,3.572167770471424e-07,0.7303727502213923,3.913102764774702e-08,8.506291051296778e-08,0.0,7.740102603293053e-07,3.3809207887653425
16,run_e3sm_scm_ARM97_qmc64_0706_016,/Users/yunlong/Workshop/SCM-UQ-Workflow/cases/run_e3sm_scm_ARM97_qmc64_0706/output/ARM97_qmc_016.nc,1249,1997-06-19 23:29:45,1997-07-15 23:29:45,301.0008450608143,3.5497020778604753,292.5589294433594,308.51580810546875,41.244615186778326,5.745995265145069,25.21738624572754,58.400142669677734,0.8310244679934452,0.3102024041521545,0.0,1.0,192.26503293515682,242.68371031862196,-4.440892098500626e-16,866.6810913085938,39.40183882850757,14.412127789444005,3.653815984725952,81.8046875,112.98614130941651,103.9257962906717,-32.756385803222656,370.2933044433594,36.71611922112709,50.58168982644641,-48.19628143310547,178.625732421875,96863.85649144315,329.1931532888907,96062.953125,97540.140625,298.97400674445805,1.588044389005983,295.1214294433594,302.9514465332031,245.50171033937136,35.89457280385083,198.96487426757812,310.4783020019531,0.0033778232383852797,0.005165855430341072,9.543398071798492e-09,0.02390209212899208,0.10474553427662713,0.26323572454456723,0.0,1.0,4.171907137381462e-06,1.990448893777388e-05,0.0,0.0007892823196016252,4.835442543056685e-07,1.0216493987296818e-05,0.0,0.0007129440782591701,4.26865606759728e-08,1.0699018524074553e-07,0.0,8.272688774013659e-07,3.68811884240405,2.8982522819775314e-09,1.0879065608781889e-08,0.0,1.4559023497895396e-07,0.2504089971628587,4.558481295795033e-08,1.0855678082842082e-07,0.0,8.519924961092329e-07,3.938527839566909
17,run_e3sm_scm_ARM97_qmc64_0706_017,/Users/yunlong/Workshop/SCM-UQ-Workflow/cases/run_e3sm_scm_ARM97_qmc64_0706/output/ARM97_qmc_017.nc,1249,1997-06-19 23:29:45,1997-07-15 23:29:45,301.62523280343026,3.8152126278572562,292.02337646484375,311.0316467285156,47.30445216921829,7.9129958963898614,27.970672607421875,70.11638641357422,0.9478526794297203,0.2085115760425044,0.0,1.0,179.83448511384745,237.5567750880576,0.0,855.8012084960938,31.357939080277227,13.93532437835259,-0.9453482627868652,70.50440216064453,112.98614130941651,103.9257962906717,-32.756385803222656,370.2933044433594,36.71611922112709,50.58168982644641,-48.19628143310547,178.625732421875,96863.85649144315,329.1931532888907,96062.953125,97540.140625,298.97400674445805,1.588044389005983,295.1214294433594,302.9514465332031,245.16262360107814,35.86568298155586,192.52931213378906,311.7435302734375,0.0037696221466177746,0.005622419872832954,5.291603599744121e-09,0.022375352680683136,0.14807152102798402,0.34046405361244536,0.0,1.0,5.9788527137683355e-06,2.7198850687051532e-05,0.0,0.0006131459958851337,1.5116278636729986e-06,1.5379619273974663e-05,0.0,0.0006634837482124567,3.511260577720119e-08,9.898199987943613e-08,0.0,8.192776590476569e-07,3.033729139150183,5.92459478965159e-09,1.876442565787292e-08,0.0,2.2151517953261646e-07,0.5118849898258974,4.103720056685278e-08,1.053780741517518e-07,0.0,9.557737854493098e-07,3.54561412897608
18,run_e3sm_scm_ARM97_qmc64_0706_018,/Users/yunlong/Workshop/SCM-UQ-Workflow/cases/run_e3sm_scm_ARM97_qmc64_0706/output/ARM97_qmc_018.nc,1249,1997-06-19 23:29:45,1997-07-15 23:29:45,302.3467611247201,3.352170291176084,293.21038818359375,309.9911804199219,44.78598553433812,6.988930337521545,26.92072296142578,64.44208526611328,0.9166998850478675,0.22673667905115583,0.0,1.0,199.41241091349013,247.95492221348766,-4.440892098500626e-16,855.7115478515625,31.805032078388503,15.183507882653952,-8.125194549560547,69.95547485351562,112.98614130941651,103.9257962906717,-32.756385803222656,370.2933044433594,36.71611922112709,50.58168982644641,-48.19628143310547,178.625732421875,96863.85649144315,329.1931532888907,96062.953125,97540.140625,298.97400674445805,1.588044389005983,295.1214294433594,302.9514465332031,245.2154097704433,36.24413328992244,197.92507934570312,310.8371887207031,0.0037126683824766984,0.005682248614468777,8.968163101030768e-09,0.02201652340590954,0.11972565646156981,0.29677400961832007,0.0,1.0,5.982050322018071e-06,2.6671505844078395e-05,0.0,0.0005048261373303831,5.997044358461003e-07,1.1179748698493655e-05,0.0,0.0007940678624436259,3.8505484139848285e-08,1.1583313554492024e-07,0.0,1.1483623438834911e-06,3.326873829682892,3.901119967194259e-09,1.6116029739022803e-08,0.0,2.2925625842162844e-07,0.33705676516558397,4.240660410704254e-08,1.1885917671227645e-07,0.0,1.1491159108145688e-06,3.663930594848476
19,run_e3sm_scm_ARM97_qmc64_0706_019,/Users/yunlong/Workshop/SCM-UQ-Workflow/cases/run_e3sm_scm_ARM97_qmc64_0706/output/ARM97_qmc_019.nc,1249,1997-06-19 23:29:45,1997-07-15 23:29:45,301.6064136709758,3.4625655310091847,292.85784912109375,310.27886962890625,48.373243447968825,8.773940253875644,27.878103256225586,71.72169494628906,0.9818388531401389,0.09908226172247435,0.00018846409511752427,1.0,175.41458301042155,234.62007557185825,0.0,846.93212890625,29.961022832671745,14.370162519317239,-3.6993041038513184,68.11981201171875,112.98614130941651,103.9257962906717,-32.756385803222656,370.2933044433594,36.71611922112709,50.58168982644641,-48.19628143310547,178.625732421875,96863.85649144315,329.1931532888907,96062.953125,97540.140625,298.97400674445805,1.588044389005983,295.1214294433594,302.9514465332031,245.27796176149906,35.99797758056212,194.7126922607422,311.4388122558594,0.0039123210294371505,0.00589276246742069,6.666645901987067e-09,0.024142855778336525,0.15398637596606035,0.33568457185089795,0.0,1.0,5.457932149741687e-06,2.247157432694236e-05,0.0,0.00036931512295268476,7.506072590169991e-07,9.425699210758768e-06,0.0,0.0006822147988714278,3.248526921120685e-08,7.372303285006306e-08,0.0,4.755099496378534e-07,2.806727259848272,7.1828405807519896e-09,2.8773805106530938e-08,0.0,3.281992349002394e-07,0.6205974261769719,3.966810979195884e-08,8.586354803420964e-08,0.0,7.660773349016381e-07,3.4273246860252438
20,run_e3sm_scm_ARM97_qmc64_0706_020,/Users/yunlong/Workshop/SCM-UQ-Workflow/cases/run_e3sm_scm_ARM97_qmc64_0706/output/ARM97_qmc_020.nc,1249,1997-06-19 23:29:45,1997-07-15 23:29:45,301.1815818133022,3.5165923196746967,292.3792724609375,309.1484680175781,44.46049770266653,6.569701487243333,27.148887634277344,65.75096893310547,0.959749226596378,0.18249322345411242,0.0,1.0,177.06008117548745,237.88266372249052,-4.440892098500626e-16,859.9132690429688,32.46652289067773,15.595404023976394,-3.694669008255005,71.35307312011719,112.98614130941651,103.9257962906717,-32.756385803222656,370.2933044433594,36.71611922112709,50.58168982644641,-48.19628143310547,178.625732421875,96863.85649144315,329.1931532888907,96062.953125,97540.140625,298.97400674445805,1.588044389005983,295.1214294433594,302.9514465332031,245.27605300411594,35.93917870878974,197.9880828857422,310.315673828125,0.003641170271305961,0.005544080479784414,5.8470055463999415e-09,0.024098606780171394,0.1422071681805725,0.32833901330506166,0.0,1.0,5.6464225241710725e-06,2.6101629985653562e-05,0.0,0.0005875697243027389,8.096961519886083e-07,1.1210772463721581e-05,0.0,0.0007321887533180416,3.900373884442455e-08,9.815941522806385e-08,0.0,6.164283945508942e-07,3.369923036158281,4.871065820738419e-09,2.071352126517712e-08,0.0,3.7705473232563236e-07,0.42086008691179944,4.387480466516297e-08,1.0295477678430595e-07,0.0,6.540027257528891e-07,3.7907831230700806
21,run_e3sm_scm_ARM97_qmc64_0706_021,/Users/yunlong/Workshop/SCM-UQ-Workflow/cases/run_e3sm_scm_ARM97_qmc64_0706/output/ARM97_qmc_021.nc,1249,1997-06-19 23:29:45,1997-07-15 23:29:45,301.79993010521696,3.743527613596519,292.58544921875,311.5226745605469,48.05727341272432,8.139153897325528,27.98895263671875,68.4554443359375,0.9024716213235668,0.23590823557177498,0.0,1.0,185.3272107241629,238.09323679501517,-4.440892098500626e-16,851.8375854492188,32.22170043460133,13.4912051379718,-1.7473887205123901,72.34081268310547,112.98614130941651,103.9257962906717,-32.756385803222656,370.2933044433594,36.71611922112709,50.58168982644641,-48.19628143310547,178.625732421875,96863.85649144315,329.1931532888907,96062.953125,97540.140625,298.97400674445805,1.588044389005983,295.1214294433594,302.9514465332031,245.13838954296372,35.782966453136815,196.7269744873047,312.1163024902344,0.003814281793937185,0.005669941262326125,1.0291220320368666e-08,0.020970184355974197,0.12602916741181225,0.29887035263337447,0.0,1.0,5.6838085116533095e-06,2.5082748951496312e-05,0.0,0.0004803423653356731,1.0484231022273542e-06,1.247523291265442e-05,0.0,0.0006816932000219822,3.219434214626068e-08,7.969696006746422e-08,0.0,5.349248795027961e-07,2.7815911614369226,8.223039855784241e-09,3.3928995862274346e-08,0.0,4.439310998805013e-07,0.7104706435397584,4.041738200204492e-08,9.48286791707129e-08,0.0,9.245518128864205e-07,3.4920618049766814
22,run_e3sm_scm_ARM97_qmc64_0706_022,/Users/yunlong/Workshop/SCM-UQ-Workflow/cases/run_e3sm_scm_ARM97_qmc64_0706/output/ARM97_qmc_022.nc,1249,1997-06-19 23:29:45,1997-07-15 23:29:45,303.21021722162885,3.4384123790463916,293.7019348144531,312.5428466796875,41.88265800017944,7.050536615669844,26.635766983032227,63.72254943847656,0.9496114919382204,0.17228967487759225,0.0,1.0,190.99421027801435,246.68990595373282,-2.220446049250313e-16,865.3465576171875,31.992420374679032,15.815118435517462,-7.052006721496582,69.4072494506836,112.98614130941651,103.9257962906717,-32.756385803222656,370.2933044433594,36.71611922112709,50.58168982644641,-48.19628143310547,178.625732421875,96863.85649144315,329.1931532888907,96062.953125,97540.140625,298.97400674445805,1.588044389005983,295.1214294433594,302.9514465332031,245.5006612122584,36.792036407521074,195.58026123046875,313.5992736816406,0.003414043315144208,0.005244245938096176,1.0003136985403671e-08,0.022040793672204018,0.13355470952209816,0.3174004645615387,0.0,1.0,5.343615421190246e-06,2.3840278120366315e-05,0.0,0.0005711004487238824,4.2512579978519806e-07,9.120820643621131e-06,0.0,0.0008523514261469245,4.1242900494360306e-08,9.543082577264251e-08,0.0,8.327826890308643e-07,3.5633866027127303,2.3763267145048953e-09,8.10470795106711e-09,0.0,7.693137149544782e-08,0.20531462813322296,4.361922720886521e-08,9.689063554666435e-08,0.0,8.328661083717437e-07,3.768701230845954
23,run_e3sm_scm_ARM97_qmc64_0706_023,/Users/yunlong/Workshop/SCM-UQ-Workflow/cases/run_e3sm_scm_ARM97_qmc64_0706/output/ARM97_qmc_023.nc,1249,1997-06-19 23:29:45,1997-07-15 23:29:45,300.24851675774215,3.4073183911207194,291.98846435546875,307.6640625,45.35826303712648,7.558094658269571,27.344728469848633,66.53077697753906,0.9589572529202428,0.14591181764888686,0.0007541176746599376,1.0,187.35963264126792,244.21147734303392,0.0,859.0792846679688,36.41401616729098,14.730580924607313,-5.09248685836792,74.32835388183594,112.98614130941651,103.9257962906717,-32.756385803222656,370.2933044433594,36.71611922112709,50.58168982644641,-48.19628143310547,178.625732421875,96863.85649144315,329.1931532888907,96062.953125,97540.140625,298.97400674445805,1.588044389005983,295.1214294433594,302.9514465332031,245.16108080922746,35.59284913934709,195.90325927734375,308.24298095703125,0.0037200805702212346,0.005679060647571474,7.314060468388561e-09,0.023636193946003914,0.13709488018345217,0.31364353777736254,0.0,1.0,5.944169405342142e-06,2.872994383721863e-05,0.0,0.0008570295758545399,6.958333515895525e-07,1.2318524317371517e-05,0.0,0.0007314294925890863,3.568424218109176e-08,1.0381526956404378e-07,0.0,8.086211664704024e-07,3.083118524446328,5.9688611310271344e-09,2.0316646692297543e-08,0.0,3.3609853744565044e-07,0.5157096017207444,4.1653103312118895e-08,1.0913442802008668e-07,0.0,8.548571912569969e-07,3.5988281261670725
24,run_e3sm_scm_ARM97_qmc64_0706_024,/Users/yunlong/Workshop/SCM-UQ-Workflow/cases/run_e3sm_scm_ARM97_qmc64_0706/output/ARM97_qmc_024.nc,1249,1997-06-19 23:29:45,1997-07-15 23:29:45,301.3748343156947,3.2414832188764713,291.9816589355469,309.6336975097656,45.167845940570814,7.664787122369824,27.517215728759766,67.55846405029297,0.959339395151422,0.12920522082808372,1.0214867529612093e-07,1.0,182.12742981312272,230.8241768656435,-4.440892098500626e-16,848.68115234375,33.40629961051113,13.762086271346975,-0.43608784675598145,74.54186248779297,112.98614130941651,103.9257962906717,-32.756385803222656,370.2933044433594,36.71611922112709,50.58168982644641,-48.19628143310547,178.625732421875,96863.85649144315,329.1931532888907,96062.953125,97540.140625,298.97400674445805,1.588044389005983,295.1214294433594,302.9514465332031,245.17212494895207,35.85759208816175,196.87335205078125,310.7084045410156,0.0036768596659293045,0.005584620640629995,5.855551155065086e-09,0.021591035649180412,0.1327034217830637,0.30502813169412385,0.0,1.0,5.233297824722628e-06,2.3421516140650363e-05,0.0,0.0005611482192762196,1.034874590630681e-06,1.4576966110960855e-05,0.0,0.0008648141520097852,3.675895835135662e-08,1.1136493357077032e-07,0.0,1.0740359357441776e-06,3.1759740015572118,4.5404347599739255e-09,1.911251247734654e-08,0.0,3.689677896545618e-07,0.3922935632617472,4.129939311133055e-08,1.1406458941710482e-07,0.0,1.0796609117846856e-06,3.5682675648189592
25,run_e3sm_scm_ARM97_qmc64_0706_025,/Users/yunlong/Workshop/SCM-UQ-Workflow/cases/run_e3sm_scm_ARM97_qmc64_0706/output/ARM97_qmc_025.nc,1249,1997-06-19 23:29:45,1997-07-15 23:29:45,300.99405493633185,3.6895969229631835,291.9734802246094,309.7301940917969,47.36664314819776,7.979859191960118,27.832944869995117,67.97332763671875,0.9831856235778265,0.08178106269209189,0.08189038187265396,1.0,183.80798478284962,241.18553646016383,0.0,865.7431640625,32.678250342840144,14.661368155432024,-2.35589337348938,69.19664001464844,112.98614130941651,103.9257962906717,-32.756385803222656,370.2933044433594,36.71611922112709,50.58168982644641,-48.19628143310547,178.625732421875,96863.85649144315,329.1931532888907,96062.953125,97540.140625,298.97400674445805,1.588044389005983,295.1214294433594,302.9514465332031,246.00413169616505,35.55565483332507,193.75086975097656,310.9313049316406,0.003873120586061086,0.005883184505926417,6.170004063221768e-09,0.02423803322017193,0.13920222864798695,0.3224286760020571,0.0,1.0,6.042259404008131e-06,2.5404030441487238e-05,0.0,0.00042512561776675284,5.679709066668964e-07,8.052753350531697e-06,0.0,0.0006169397966004908,3.348879539391873e-08,7.212410713991596e-08,0.0,4.5373684542937553e-07,2.893431922034578,5.974432113826067e-09,2.533533080155046e-08,0.0,2.6596600832817785e-07,0.5161909346345722,3.94632275077448e-08,8.201822030975417e-08,0.0,5.887947764904311e-07,3.409622856669151
26,run_e3sm_scm_ARM97_qmc64_0706_026,/Users/yunlong/Workshop/SCM-UQ-Workflow/cases/run_e3sm_scm_ARM97_qmc64_0706/output/ARM97_qmc_026.nc,1249,1997-06-19 23:29:45,1997-07-15 23:29:45,301.2431128007875,3.5370874922774047,292.3573303222656,310.3968200683594,46.73358561880021,7.666039419818903,27.901578903198242,68.76505279541016,0.9341673955327114,0.16239514601974706,0.00012498766591306776,1.0,168.67449845520375,230.64727004161836,0.0,856.6463012695312,31.139243473915503,14.293022196637624,-2.2695751190185547,71.70081329345703,112.98614130941651,103.9257962906717,-32.756385803222656,370.2933044433594,36.71611922112709,50.58168982644641,-48.19628143310547,178.625732421875,96863.85649144315,329.1931532888907,96062.953125,97540.140625,298.97400674445805,1.588044389005983,295.1214294433594,302.9514465332031,245.07342115574784,35.81997861498742,193.81430053710938,311.5326843261719,0.0037614081040260065,0.005657609741218803,1.0154145080321086e-08,0.023499246686697006,0.13354609939236334,0.297910942907121,0.0,1.0,6.267518327449404e-06,2.7591722888964272e-05,0.0,0.00047888385597616434,1.415990384919553e-06,1.5819450647015817e-05,0.0,0.0008151738438755274,3.302666652806497e-08,8.707216595820449e-08,0.0,6.744805887137773e-07,2.8535039880248134,7.826175163203032e-09,3.1345932419183185e-08,0.0,3.7325412449717987e-07,0.676181534100742,4.0852841691268e-08,9.807405791029296e-08,0.0,6.744805888415126e-07,3.5296855221255554
27,run_e3sm_scm_ARM97_qmc64_0706_027,/Users/yunlong/Workshop/SCM-UQ-Workflow/cases/run_e3sm_scm_ARM97_qmc64_0706/output/ARM97_qmc_027.nc,1249,1997-06-19 23:29:45,1997-07-15 23:29:45,302.8678429071382,3.648766825347468,292.8565673828125,310.3348388671875,41.17409415355771,6.738942206581638,23.228530883789062,60.61736297607422,0.9364889057707115,0.23124901588569266,0.0,1.0,196.78751556710114,249.6985409430681,0.0,861.7408447265625,34.62095247809771,18.325657410361163,-11.45475959777832,77.78004455566406,112.98614130941651,103.9257962906717,-32.756385803222656,370.2933044433594,36.71611922112709,50.58168982644641,-48.19628143310547,178.625732421875,96863.85649144315,329.1931532888907,96062.953125,97540.140625,298.97400674445805,1.588044389005983,295.1214294433594,302.9514465332031,245.7334228303358,36.34235210279993,197.22067260742188,310.4772033691406,0.003358975024063377,0.0051059631685321395,7.847642535807609e-09,0.02305298112332821,0.13231531970542357,0.3279308138312146,0.0,1.0,5.48693338841884e-06,2.650739920485087e-05,0.0,0.0006667066481895745,6.540239892020222e-07,1.1552795238892257e-05,0.0,0.0009528607479296625,4.203863474928052e-08,1.2245328375621448e-07,0.0,1.3547818298320635e-06,3.6321380423378367,4.323047929146127e-09,2.0040262462898702e-08,0.0,3.0292889618976915e-07,0.37351134107822537,4.636168267842665e-08,1.2496820893715016e-07,0.0,1.3561537638429044e-06,4.0056493834160625
